PerformanceID;EmployeeID;EnvironmentSatisfaction;JobSatisfaction;RelationshipSatisfaction;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;WorkLifeBalance;SelfRating;ManagerRating;ReviewDateNew
PR5532;CAD7-01BE;3;3;4;1;3;2;3;2;2021-12-15
PR5533;DF94-FD29;4;2;2;3;0;5;5;5;2021-12-16
PR5534;9E8E-F2FF;4;4;2;1;0;4;4;4;2021-12-16
PR5535;9C71-34AE;5;2;2;2;3;2;4;3;2021-12-17
PR5536;8E5B-CBBF;5;5;3;3;0;4;3;3;2021-12-17
PR5537;C0B9-E4C1;5;2;4;3;2;4;5;4;2021-12-17
PR5538;AF5D-A8C8;4;4;2;3;0;5;5;4;2021-12-18
PR5539;DCFE-F601;5;5;4;2;1;3;5;5;2021-12-18
PR554;E3B6-49F8;4;5;5;1;0;5;5;5;2015-03-08
PR5540;776A-CDBC;3;2;5;2;1;5;5;5;2021-12-18
PR5541;D471-4BFF;5;2;3;3;0;2;5;4;2021-12-18
PR5542;0CED-EE28;4;3;4;2;2;2;3;3;2021-12-19
PR5543;5C61-8F3A;5;2;2;1;1;2;5;5;2021-12-19
PR5544;13E5-8466;3;4;3;2;0;2;3;3;2021-12-19
PR5545;10CE-8403;3;4;2;2;0;3;3;3;2021-12-20
PR5546;A2FB-2D5D;4;5;5;3;2;5;3;3;2021-12-21
PR5547;F93D-CB5A;5;2;4;2;1;4;3;2;2021-12-21
PR5548;0697-ADC3;3;4;2;1;1;4;5;4;2021-12-21
PR5549;A896-CDE2;3;3;2;1;0;5;4;3;2021-12-21
PR555;4B6E-3C21;4;5;2;3;2;3;5;5;2015-03-10
PR5550;5E53-1897;5;4;5;3;0;4;5;4;2021-12-22
PR5551;E681-7B57;4;3;2;2;3;3;3;2;2021-12-23
PR5552;637B-DBAD;4;4;4;1;1;2;3;3;2021-12-23
PR5553;D836-B375;5;4;5;3;0;4;4;3;2021-12-23
PR5554;63E9-F74A;5;4;2;1;0;4;3;2;2021-12-23
PR5555;B492-D447;5;3;4;2;2;4;4;3;2021-12-23
PR5556;1BAE-4DA1;5;2;2;1;2;4;4;3;2021-12-23
PR5557;61CC-2C1D;4;4;2;3;2;2;4;4;2021-12-23
PR5558;7054-B62C;5;2;2;2;0;2;5;4;2021-12-23
PR5559;A859-9A84;5;2;2;3;0;3;3;2;2021-12-23
PR556;40A9-8EB0;4;2;3;2;1;2;3;3;2015-03-10
PR5560;6C42-A719;3;3;3;2;0;5;4;3;2021-12-24
PR5561;A9EB-9E41;3;4;5;2;1;4;5;5;2021-12-24
PR5562;1FAC-768D;4;2;5;3;0;2;5;4;2021-12-24
PR5563;ADA1-966E;3;2;4;2;0;4;3;2;2021-12-24
PR5564;B0C8-E3DF;5;2;2;2;0;5;4;3;2021-12-24
PR5565;4CA1-F139;5;2;5;2;0;5;5;5;2021-12-25
PR5566;DCA7-D382;3;5;4;2;1;2;3;3;2021-12-26
PR5567;1609-65E1;5;4;4;3;1;5;5;5;2021-12-27
PR5568;4D7E-BDA4;5;3;3;1;0;4;5;4;2021-12-27
PR5569;2857-A950;5;2;4;3;0;3;3;2;2021-12-27
PR557;B005-602F;4;5;5;3;0;4;3;2;2015-03-11
PR5570;03EF-5904;5;2;4;3;1;4;3;3;2021-12-28
PR5571;74F2-5C55;4;2;4;3;1;5;5;4;2021-12-29
PR5572;ACA9-5DC2;3;4;3;3;1;5;5;5;2021-12-29
PR5573;211E-BC82;5;3;3;2;2;4;4;3;2021-12-29
PR5574;E47D-E3C5;4;4;5;1;0;2;3;2;2021-12-29
PR5575;097B-A688;4;2;2;3;2;2;4;3;2021-12-29
PR5576;1A2D-52EC;5;2;4;3;2;2;5;4;2021-12-29
PR5577;6CC9-81FC;4;2;3;1;0;3;3;3;2021-12-29
PR5578;40BE-EEAF;5;2;5;2;0;4;3;3;2021-12-30
PR5579;79F3-8AA5;4;3;3;3;1;4;3;2;2021-12-30
PR558;4A0E-9958;3;3;4;3;3;5;3;3;2015-03-12
PR5580;79F7-78EC;3;3;5;1;0;4;3;2;2021-12-31
PR5581;41EC-F2AA;5;3;5;2;3;5;3;2;2021-12-31
PR5582;8462-E88A;4;2;5;2;3;5;4;4;2021-12-31
PR5583;B57F-B5CE;3;2;3;2;3;5;4;4;2021-12-31
PR5584;24FA-A637;5;3;2;1;0;2;5;5;2021-12-31
PR5585;B61E-0F26;3;4;4;1;1;5;5;5;2022-01-01
PR5586;F5E3-48BB;4;5;2;2;1;3;5;4;2022-01-01
PR5587;C2DD-9D37;5;4;4;1;2;5;5;5;2022-01-01
PR5588;DF71-97FB;5;5;5;1;2;2;3;3;2022-01-01
PR5589;2637-BDCD;5;5;3;2;1;2;5;4;2022-01-01
PR559;CFE3-312D;3;4;4;2;0;4;4;3;2015-03-12
PR5590;0678-748A;3;2;4;1;0;2;3;2;2022-01-02
PR5591;541F-3E19;5;2;4;2;3;5;3;3;2022-01-02
PR5592;89A6-7EF1;3;3;4;3;1;2;3;2;2022-01-02
PR5593;4C66-6E16;5;4;5;1;1;3;4;4;2022-01-02
PR5594;5609-8585;5;3;2;1;0;2;4;4;2022-01-02
PR5595;0C6D-2825;4;5;5;1;0;5;5;5;2022-01-02
PR5596;9536-9492;4;2;2;2;1;2;5;4;2022-01-02
PR5597;C0A1-EB7D;3;5;2;2;0;4;3;2;2022-01-03
PR5598;1359-BEE3;3;3;5;1;0;2;3;3;2022-01-04
PR5599;0592-D909;5;4;3;3;1;3;5;5;2022-01-04
PR56;8FB2-4CE0;4;2;5;2;0;3;4;3;2013-02-21
PR560;68FB-06A7;5;3;5;2;1;2;4;4;2015-03-14
PR5600;12E5-9BD1;4;3;4;3;1;3;4;4;2022-01-04
PR5601;D5DA-363A;4;4;4;1;2;4;5;4;2022-01-05
PR5602;9E7A-1F70;4;4;3;3;2;3;3;3;2022-01-06
PR5603;58F5-C8FC;3;4;5;1;2;4;4;3;2022-01-06
PR5604;3C78-06E7;4;5;2;1;0;4;4;4;2022-01-06
PR5605;4C72-E72F;5;2;4;3;0;4;4;4;2022-01-06
PR5606;63E0-439B;5;4;3;1;1;5;3;3;2022-01-06
PR5607;C251-2A18;5;5;2;1;2;5;5;5;2022-01-07
PR5608;79E4-6632;5;3;2;3;0;3;3;2;2022-01-07
PR5609;4304-4B4E;5;5;5;1;1;5;3;3;2022-01-07
PR561;2551-DD9B;5;5;2;3;0;4;4;4;2015-03-14
PR5610;05ED-92F1;3;5;4;1;3;4;4;3;2022-01-08
PR5611;F72D-261D;5;5;3;2;0;3;3;2;2022-01-08
PR5612;38EB-ADBD;4;3;2;1;2;4;4;4;2022-01-08
PR5613;D106-E487;4;4;3;3;0;4;5;5;2022-01-08
PR5614;7805-8A7C;2;3;1;3;2;4;3;2;2022-01-08
PR5615;FAB0-2FF2;2;1;3;3;2;4;4;3;2022-01-08
PR5616;8EF9-CECD;4;3;3;3;1;3;4;3;2022-01-08
PR5617;774E-685D;3;2;5;1;1;2;3;2;2022-01-09
PR5618;9937-CDF7;4;4;4;3;0;4;4;3;2022-01-09
PR5619;7839-CA12;4;2;4;3;3;4;3;3;2022-01-10
PR562;4F28-CFAF;5;3;3;2;0;2;5;4;2015-03-15
PR5620;EB66-D679;3;4;3;3;2;3;5;5;2022-01-10
PR5621;9591-C955;5;3;2;1;0;3;5;5;2022-01-10
PR5622;576B-6628;4;2;2;1;1;5;5;5;2022-01-10
PR5623;F58A-302D;3;4;5;1;2;4;5;5;2022-01-11
PR5624;12F7-BCBB;5;2;3;2;1;4;4;4;2022-01-12
PR5625;D045-B6CA;3;4;3;3;1;2;4;4;2022-01-12
PR5626;B340-5AD2;3;3;3;1;0;4;5;5;2022-01-12
PR5627;CDAC-40FE;4;4;3;1;1;3;5;4;2022-01-12
PR5628;FF14-A43E;3;4;2;3;0;4;4;3;2022-01-13
PR5629;3992-22AD;3;2;5;1;0;2;5;4;2022-01-13
PR563;7C80-94E0;4;3;2;3;2;4;4;4;2015-03-15
PR5630;BD94-98E0;4;5;2;1;1;4;3;2;2022-01-13
PR5631;02DA-7A72;4;2;2;2;0;3;3;2;2022-01-14
PR5632;28EA-A010;3;3;4;3;1;2;4;3;2022-01-14
PR5633;CBB3-0D7E;3;4;3;3;0;5;3;2;2022-01-14
PR5634;C330-DAF4;4;2;4;3;0;4;5;4;2022-01-14
PR5635;63B8-CCC0;5;5;3;3;2;5;4;3;2022-01-14
PR5636;79D0-C935;5;4;4;3;0;5;3;3;2022-01-14
PR5637;2796-828F;5;5;5;2;0;2;5;5;2022-01-14
PR5638;B48C-47D0;3;3;5;2;1;4;3;2;2022-01-15
PR5639;6DEB-F440;3;3;2;3;2;4;4;3;2022-01-15
PR564;8233-2483;4;4;5;3;1;2;4;3;2015-03-15
PR5640;EDC5-6FB7;4;4;4;3;2;4;5;5;2022-01-15
PR5641;32AE-C02F;2;1;2;3;3;1;3;3;2022-01-16
PR5642;8A6B-AD5C;2;4;2;2;2;2;3;2;2022-01-16
PR5643;8D34-EBDF;2;4;2;2;0;1;3;2;2022-01-16
PR5644;6BAB-8D77;3;2;1;2;0;1;5;4;2022-01-16
PR5645;7F24-55A3;4;2;2;1;2;3;3;2;2022-01-16
PR5646;6FE1-C8A8;4;3;5;1;0;3;5;4;2022-01-17
PR5647;EB8F-204D;3;3;5;1;2;4;5;4;2022-01-17
PR5648;D921-AC35;3;3;2;3;2;2;3;2;2022-01-17
PR5649;6A8B-EC82;4;3;5;2;0;4;4;3;2022-01-17
PR565;8A5B-3D6E;3;3;5;1;2;3;3;3;2015-03-16
PR5650;3B2D-9E60;4;5;2;3;1;4;3;2;2022-01-17
PR5651;606E-A262;4;4;3;2;1;5;4;3;2022-01-18
PR5652;2374-7581;5;5;3;2;1;2;4;3;2022-01-18
PR5653;D3EB-610D;5;2;4;3;0;5;4;3;2022-01-18
PR5654;74B4-CB7A;3;2;2;3;1;5;5;5;2022-01-18
PR5655;05B0-755F;3;3;5;1;0;5;4;4;2022-01-19
PR5656;C1E8-5AAB;5;3;3;2;1;4;5;4;2022-01-19
PR5657;FB4B-067E;3;2;5;3;2;5;4;4;2022-01-19
PR5658;45D2-369E;4;5;2;3;3;2;5;5;2022-01-20
PR5659;7F1C-20B8;5;3;4;2;1;4;5;5;2022-01-20
PR566;4500-37EB;5;3;3;1;1;3;3;3;2015-03-17
PR5660;F98B-61B3;3;3;5;3;0;5;3;3;2022-01-20
PR5661;D4D5-27FB;4;2;2;3;0;4;5;5;2022-01-21
PR5662;9C71-61AE;3;4;5;2;2;5;5;4;2022-01-21
PR5663;8AAD-FAFB;3;5;4;1;2;2;4;4;2022-01-22
PR5664;20BA-5868;3;3;5;1;2;2;5;5;2022-01-22
PR5665;45D7-5C8A;4;4;2;3;0;3;5;5;2022-01-23
PR5666;AB03-8820;4;4;2;1;1;5;5;5;2022-01-23
PR5667;E1FE-67B5;5;4;3;3;0;3;4;3;2022-01-23
PR5668;B4E1-4A3E;3;3;4;2;0;2;5;5;2022-01-24
PR5669;618D-7685;1;2;3;2;1;2;4;3;2022-01-25
PR567;528C-3E0D;4;4;4;2;1;2;5;5;2015-03-17
PR5670;FBED-F86B;2;3;3;1;0;2;3;3;2022-01-25
PR5671;4049-CF88;1;4;3;3;1;1;3;2;2022-01-25
PR5672;81C2-E188;2;2;1;3;0;3;5;5;2022-01-26
PR5673;5A0B-7F31;3;5;2;3;0;2;4;4;2022-01-27
PR5674;E4F4-11B9;4;4;2;2;1;2;5;5;2022-01-27
PR5675;B303-8962;4;4;2;2;0;3;4;3;2022-01-27
PR5676;B56D-46CE;5;4;3;2;0;5;5;4;2022-01-27
PR5677;98EE-8547;4;3;3;2;0;3;4;4;2022-01-28
PR5678;041A-31B0;4;2;4;2;0;5;3;2;2022-01-28
PR5679;257B-8130;3;4;4;1;3;4;4;3;2022-01-28
PR568;D077-169C;4;4;4;1;0;3;5;5;2015-03-18
PR5680;7279-6591;5;4;2;3;0;5;4;3;2022-01-29
PR5681;EEFC-DEC7;3;2;2;3;1;3;4;3;2022-01-29
PR5682;2E7B-43F0;4;4;3;3;0;4;5;4;2022-01-29
PR5683;4F22-FF67;4;2;5;2;0;5;5;5;2022-01-29
PR5684;1180-BEC9;4;2;4;1;1;3;4;4;2022-01-30
PR5685;B50B-5A18;3;2;2;3;1;3;5;4;2022-01-31
PR5686;E099-3FCC;4;4;1;3;1;4;5;4;2022-01-31
PR5687;0B19-EFB2;4;4;1;2;0;3;4;4;2022-01-31
PR5688;3182-7F44;3;3;3;1;0;2;5;5;2022-01-31
PR5689;B0B9-19C6;5;5;5;3;0;4;3;3;2022-01-31
PR569;9727-BC84;5;4;2;2;2;2;5;4;2015-03-19
PR5690;8CF6-3079;5;4;3;3;1;2;4;3;2022-02-01
PR5691;D7EE-56FC;3;3;3;1;1;2;4;4;2022-02-01
PR5692;1F12-DDDA;5;2;2;2;0;4;3;2;2022-02-01
PR5693;9658-7750;3;5;4;1;0;5;3;2;2022-02-01
PR5694;B0C3-E578;3;2;5;2;3;4;4;3;2022-02-01
PR5695;5F06-D3F6;5;2;4;3;1;4;3;2;2022-02-01
PR5696;62A3-DEA7;5;4;3;2;1;5;5;4;2022-02-02
PR5697;586E-5C14;4;3;2;1;0;3;5;5;2022-02-02
PR5698;A885-BF42;3;1;2;1;0;1;5;5;2022-02-02
PR5699;EF95-30A5;3;4;3;3;1;4;5;5;2022-02-02
PR57;5237-1B85;4;2;5;1;2;2;3;3;2013-02-22
PR570;DA8E-9496;4;3;5;1;0;4;5;5;2015-03-19
PR5700;8EE9-E86D;4;1;3;1;1;1;4;4;2022-02-03
PR5701;F3CD-9B5B;3;4;3;1;1;3;5;4;2022-02-03
PR5702;AD0D-E79F;5;4;2;1;1;4;3;2;2022-02-03
PR5703;D8B3-30D2;4;4;5;3;1;4;5;5;2022-02-03
PR5704;B975-943A;3;2;4;2;2;4;4;4;2022-02-03
PR5705;C250-AF15;4;2;3;1;2;4;3;3;2022-02-03
PR5706;B122-D3D2;4;4;5;2;1;4;5;5;2022-02-03
PR5707;45A4-C1D0;5;5;2;1;1;3;3;3;2022-02-03
PR5708;DB6B-88DA;5;5;4;3;0;2;4;4;2022-02-03
PR5709;151D-1FF2;3;4;5;2;0;3;3;2;2022-02-04
PR571;DEC5-9319;5;5;2;3;0;2;3;3;2015-03-19
PR5710;5476-CA0D;5;4;3;1;2;5;3;3;2022-02-04
PR5711;D696-9D82;3;5;2;2;1;2;3;2;2022-02-04
PR5712;1453-D3D8;4;2;3;3;2;3;4;4;2022-02-05
PR5713;5AD2-3B02;3;4;5;1;0;3;5;5;2022-02-05
PR5714;3DCC-7FA4;5;2;5;2;0;4;4;4;2022-02-06
PR5715;56FC-5C6E;3;4;2;2;1;3;5;4;2022-02-06
PR5716;C96F-0F3B;3;2;5;3;1;4;5;5;2022-02-07
PR5717;EE39-C8F2;3;4;2;2;0;2;5;5;2022-02-07
PR5718;DF63-0D3C;5;2;2;2;3;4;4;3;2022-02-07
PR5719;B995-E5CE;5;5;2;2;0;4;4;3;2022-02-07
PR572;88B8-EB84;3;4;5;1;1;5;4;4;2015-03-20
PR5720;9DFE-1FD5;5;5;2;2;0;3;5;5;2022-02-08
PR5721;0D1B-DEC2;5;4;3;1;1;4;5;4;2022-02-09
PR5722;B407-ABCA;4;3;3;1;0;4;3;3;2022-02-09
PR5723;5818-560C;3;4;3;1;1;4;4;3;2022-02-09
PR5724;DB6C-3B2F;3;3;5;1;1;2;5;4;2022-02-10
PR5725;8ED3-4377;5;3;4;2;0;2;3;3;2022-02-10
PR5726;279C-7342;3;2;4;1;1;4;4;4;2022-02-11
PR5727;83FD-F920;5;4;3;2;1;4;4;4;2022-02-11
PR5728;B2D6-A355;5;2;3;3;0;2;4;4;2022-02-11
PR5729;7D2D-3831;4;2;2;1;1;5;4;4;2022-02-11
PR573;E1B4-9AA1;4;4;4;2;2;4;5;4;2015-03-23
PR5730;626A-9377;4;3;5;1;3;2;4;4;2022-02-12
PR5731;0CF8-1EBD;3;3;2;3;1;2;3;3;2022-02-12
PR5732;388D-DB68;5;5;5;2;0;4;5;5;2022-02-12
PR5733;6828-1F30;3;5;2;3;2;3;4;4;2022-02-12
PR5734;AE73-B863;3;4;2;2;0;5;5;5;2022-02-12
PR5735;0DBC-596E;5;2;2;2;1;4;5;5;2022-02-13
PR5736;55B1-3712;4;2;2;3;2;4;4;3;2022-02-13
PR5737;5A04-0EB4;5;5;4;1;0;2;3;2;2022-02-14
PR5738;97F4-0B14;4;3;5;1;0;3;4;4;2022-02-14
PR5739;F1B6-31B7;4;4;5;2;1;4;5;5;2022-02-14
PR574;3CD6-5587;3;5;2;1;1;4;5;5;2015-03-24
PR5740;C8FA-B6FE;4;4;5;2;3;5;4;3;2022-02-14
PR5741;3261-373A;4;2;4;2;1;4;5;4;2022-02-15
PR5742;5021-95FC;5;5;5;2;1;2;4;3;2022-02-16
PR5743;B97B-73D7;5;5;2;1;0;2;4;4;2022-02-16
PR5744;D351-C7E4;4;4;2;3;0;5;5;5;2022-02-16
PR5745;EEA0-C109;4;4;5;3;1;2;5;5;2022-02-16
PR5746;55DC-C0F0;5;3;3;3;2;3;4;3;2022-02-18
PR5747;2219-56CA;3;3;3;3;2;5;5;4;2022-02-19
PR5748;8FB2-4CE0;5;2;3;3;2;5;5;5;2022-02-19
PR5749;B437-FCF8;3;2;4;2;3;2;4;4;2022-02-19
PR575;BAFA-86DF;4;5;2;3;0;5;4;4;2015-03-24
PR5750;2D04-D0A5;3;3;3;1;0;2;5;5;2022-02-19
PR5751;5237-1B85;4;4;5;1;1;3;4;4;2022-02-20
PR5752;F968-671C;4;3;3;3;3;5;4;4;2022-02-20
PR5753;F997-FE6C;4;5;3;2;0;5;4;3;2022-02-20
PR5754;CED0-8D31;3;3;3;1;1;3;4;4;2022-02-20
PR5755;E210-F193;4;5;2;2;1;4;4;3;2022-02-20
PR5756;5B08-EF96;4;2;3;3;3;2;5;5;2022-02-21
PR5757;E348-E12B;5;3;5;3;0;2;3;2;2022-02-21
PR5758;8ACE-C5CE;3;4;4;2;0;4;5;4;2022-02-21
PR5759;C6A8-4E8A;5;4;2;3;2;3;5;5;2022-02-21
PR576;C6D7-A568;5;3;2;3;2;2;4;3;2015-03-24
PR5760;63DA-AA21;3;3;2;2;0;5;5;5;2022-02-22
PR5761;7DA1-A202;4;4;2;2;2;5;3;2;2022-02-22
PR5762;2E25-987F;5;4;4;2;0;5;4;3;2022-02-22
PR5763;200B-1979;3;4;5;3;2;2;3;2;2022-02-23
PR5764;C016-FA12;3;2;5;3;0;4;5;5;2022-02-24
PR5765;7816-BF57;5;5;4;1;2;5;4;3;2022-02-24
PR5766;D6D2-184B;3;3;2;3;2;3;5;4;2022-02-24
PR5767;DB54-E47D;3;2;4;2;2;2;5;5;2022-02-24
PR5768;3560-C117;4;5;2;3;0;3;3;2;2022-02-25
PR5769;1914-B934;5;5;3;3;0;2;3;2;2022-02-25
PR577;5160-53BD;3;5;5;2;1;3;3;2;2015-03-25
PR5770;596B-33F4;4;3;3;2;0;2;5;5;2022-02-26
PR5771;E7A6-33A3;5;2;3;1;1;4;5;4;2022-02-26
PR5772;0CFA-28A3;5;4;3;1;1;2;3;3;2022-02-26
PR5773;00D4-DD53;3;4;5;3;0;3;4;4;2022-02-27
PR5774;7749-B277;4;5;2;3;1;3;5;5;2022-02-27
PR5775;7823-0217;4;2;4;3;1;4;4;3;2022-02-27
PR5776;6E7B-D50D;3;3;4;2;1;2;4;3;2022-02-27
PR5777;82B4-8569;3;3;5;3;1;4;4;3;2022-02-27
PR5778;17AD-99F5;3;5;4;2;1;2;4;3;2022-02-28
PR5779;CC8A-0B1F;3;4;3;2;1;3;5;5;2022-02-28
PR578;81FF-8D6C;5;3;5;2;2;2;3;2;2015-03-25
PR5780;DE22-FB63;5;4;2;3;0;2;3;2;2022-02-28
PR5781;A366-C17A;5;4;2;2;0;5;4;3;2022-02-28
PR5782;6EDB-94B7;5;2;2;1;1;5;3;3;2022-02-28
PR5783;93B1-6510;3;5;3;1;1;4;5;5;2022-02-28
PR5784;E2A0-930A;5;2;5;2;1;2;4;3;2022-02-28
PR5785;EACC-D1F6;2;3;4;2;2;1;3;3;2022-03-01
PR5786;21B3-8491;4;3;2;2;1;4;5;5;2022-03-01
PR5787;ABB5-0B95;4;3;4;1;2;4;3;3;2022-03-01
PR5788;BC43-E62B;3;3;2;1;0;2;4;3;2022-03-01
PR5789;C57E-6E4F;3;3;3;2;0;2;3;3;2022-03-02
PR579;84E7-02D4;3;3;5;2;2;5;3;2;2015-03-26
PR5790;CC2F-670E;3;3;5;1;0;4;3;2;2022-03-02
PR5791;FD0B-7B0A;5;5;2;3;0;2;5;4;2022-03-02
PR5792;0322-D46B;3;4;5;2;2;2;4;3;2022-03-02
PR5793;03D3-AA88;4;5;5;2;0;3;3;2;2022-03-02
PR5794;06B9-B79D;3;4;5;1;1;4;4;4;2022-03-03
PR5795;5AA7-C7BA;3;3;2;2;1;5;3;3;2022-03-03
PR5796;70CB-4A9B;3;5;2;2;0;4;5;4;2022-03-03
PR5797;3F5B-6277;5;2;5;1;2;2;5;5;2022-03-03
PR5798;9ED3-ED64;5;4;4;1;0;3;5;5;2022-03-03
PR5799;1054-9C3B;4;3;3;1;0;5;5;4;2022-03-04
PR58;F968-671C;5;3;2;2;1;4;4;3;2013-02-22
PR580;6010-A052;4;2;2;2;0;5;4;4;2015-03-26
PR5800;155B-42BE;5;3;2;2;0;3;4;3;2022-03-04
PR5801;5222-EBE1;4;3;5;2;2;4;4;4;2022-03-04
PR5802;B1EC-849B;4;4;4;1;2;4;3;2;2022-03-04
PR5803;468A-E249;4;5;5;3;1;5;5;5;2022-03-04
PR5804;36E1-3DDF;4;5;4;2;1;5;4;3;2022-03-04
PR5805;8567-5B27;3;2;4;2;3;5;4;4;2022-03-05
PR5806;D970-9F5E;4;3;5;3;1;2;4;4;2022-03-05
PR5807;EAB1-2EB2;4;5;3;1;0;2;5;4;2022-03-05
PR5808;ACD5-5FA2;3;5;3;2;0;3;3;3;2022-03-05
PR5809;E7F5-0AD1;3;5;4;2;2;5;5;5;2022-03-05
PR581;6176-3BEE;5;5;4;3;1;3;3;3;2015-03-28
PR5810;ABC2-0036;3;3;5;3;0;3;4;3;2022-03-05
PR5811;7EE7-2C43;3;4;5;2;0;5;4;3;2022-03-06
PR5812;D954-6402;5;3;4;1;0;5;5;4;2022-03-06
PR5813;E3B6-49F8;3;2;5;3;1;5;5;4;2022-03-06
PR5814;5F5B-83B1;5;5;5;1;1;2;5;4;2022-03-06
PR5815;54D0-5A71;3;3;2;3;1;4;3;2;2022-03-06
PR5816;D86B-2E5E;3;4;4;1;1;5;3;3;2022-03-07
PR5817;4B6E-3C21;4;5;5;2;0;3;5;5;2022-03-08
PR5818;40A9-8EB0;5;3;4;1;1;4;3;2;2022-03-08
PR5819;0C23-26DD;3;2;5;2;0;2;3;2;2022-03-08
PR582;47A0-559B;5;4;3;1;1;2;5;5;2015-03-28
PR5820;1BCC-100B;5;4;5;2;0;5;3;3;2022-03-08
PR5821;B005-602F;5;3;5;1;1;5;4;3;2022-03-09
PR5822;F72B-49FF;5;3;4;3;0;2;4;4;2022-03-09
PR5823;A161-29FC;3;5;2;3;2;3;3;2;2022-03-09
PR5824;1E20-2FFF;3;5;5;1;2;2;5;4;2022-03-09
PR5825;4A0E-9958;4;5;5;2;1;3;5;5;2022-03-10
PR5826;CFE3-312D;3;2;2;1;3;3;5;4;2022-03-10
PR5827;34FB-D8F3;5;2;4;3;1;3;3;3;2022-03-10
PR5828;5795-08D3;4;2;3;3;1;4;5;4;2022-03-11
PR5829;68FB-06A7;5;3;2;2;0;5;3;3;2022-03-12
PR583;9AAB-DCD0;5;4;3;1;0;2;4;3;2015-03-29
PR5830;56A5-271B;5;4;2;2;2;2;4;3;2022-03-12
PR5831;B3FE-D332;5;2;4;3;1;5;3;2;2022-03-12
PR5832;4F28-CFAF;3;4;5;1;2;3;5;5;2022-03-13
PR5833;7C80-94E0;4;3;2;1;0;5;5;5;2022-03-13
PR5834;8233-2483;4;3;3;2;0;2;4;4;2022-03-13
PR5835;5F4E-EE5A;4;3;3;1;1;2;3;3;2022-03-13
PR5836;3C31-30CB;3;2;2;3;1;5;5;5;2022-03-13
PR5837;A7BB-F5A7;4;3;1;3;2;1;3;3;2022-03-14
PR5838;D383-714B;3;4;1;2;0;2;3;2;2022-03-14
PR5839;4500-37EB;2;4;3;2;0;4;4;3;2022-03-15
PR584;00E4-3D60;3;2;4;1;0;5;4;4;2015-03-30
PR5840;528C-3E0D;2;4;3;3;0;2;4;4;2022-03-15
PR5841;D077-169C;5;3;5;1;1;3;5;5;2022-03-16
PR5842;B44E-8AEE;4;5;2;1;1;5;3;2;2022-03-16
PR5843;5381-86E4;3;3;4;2;1;5;5;4;2022-03-16
PR5844;9727-BC84;5;3;4;2;1;4;5;5;2022-03-17
PR5845;DA8E-9496;3;2;4;3;0;3;3;3;2022-03-17
PR5846;DEC5-9319;4;3;4;3;0;2;3;3;2022-03-17
PR5847;3F3F-E438;5;5;2;2;2;4;3;2;2022-03-17
PR5848;88B8-EB84;5;5;2;1;0;3;5;4;2022-03-18
PR5849;9C57-828C;5;3;5;3;1;4;3;3;2022-03-18
PR585;03C5-51AD;5;3;2;1;0;4;3;3;2015-03-31
PR5850;7961-A93B;3;2;5;1;1;4;4;3;2022-03-18
PR5851;284C-8CB0;4;5;4;1;0;4;3;3;2022-03-19
PR5852;59F5-F57D;3;4;4;2;2;4;4;3;2022-03-20
PR5853;25F5-0EAF;4;5;2;2;1;3;3;3;2022-03-20
PR5854;40CC-6231;4;3;2;2;1;2;5;5;2022-03-20
PR5855;8F38-A4DD;3;4;3;3;1;5;4;4;2022-03-20
PR5856;E1B4-9AA1;3;5;5;1;1;2;5;4;2022-03-21
PR5857;CCE7-36ED;4;3;2;3;1;3;3;3;2022-03-21
PR5858;E399-E4F6;4;3;2;1;3;2;5;5;2022-03-21
PR5859;3CD6-5587;2;4;1;2;2;4;3;2;2022-03-22
PR586;A807-DE5D;5;3;3;3;1;2;4;3;2015-03-31
PR5860;BAFA-86DF;2;4;2;3;0;2;5;5;2022-03-22
PR5861;C6D7-A568;4;2;4;1;1;3;5;4;2022-03-22
PR5862;4862-E40F;3;4;2;1;1;3;4;3;2022-03-22
PR5863;1368-8327;4;5;2;3;0;2;4;3;2022-03-22
PR5864;6957-5180;5;5;2;3;1;5;4;3;2022-03-22
PR5865;5160-53BD;5;4;3;2;2;5;4;4;2022-03-23
PR5866;81FF-8D6C;5;3;3;2;3;4;4;3;2022-03-23
PR5867;0846-2064;3;4;4;1;0;3;3;2;2022-03-23
PR5868;78C8-02B8;4;4;4;3;2;4;5;4;2022-03-23
PR5869;84E7-02D4;5;3;4;2;0;5;5;5;2022-03-24
PR587;DD04-BDF8;4;3;4;3;2;4;5;5;2015-03-31
PR5870;6010-A052;4;3;5;1;1;5;3;2;2022-03-24
PR5871;5634-9D10;3;3;3;2;0;4;3;2;2022-03-24
PR5872;E6F7-EF68;3;5;3;1;0;2;3;3;2022-03-24
PR5873;5F2E-A68B;4;5;4;3;0;4;5;5;2022-03-25
PR5874;E442-1FEE;3;5;5;3;0;2;4;3;2022-03-25
PR5875;4FAC-96CB;5;4;5;1;2;2;3;2;2022-03-25
PR5876;4FBA-4591;3;5;4;2;0;5;5;5;2022-03-25
PR5877;86C5-8987;3;1;4;3;1;3;3;2;2022-03-25
PR5878;6176-3BEE;4;1;2;2;0;2;4;4;2022-03-26
PR5879;47A0-559B;1;4;3;2;2;3;3;3;2022-03-26
PR588;8FD9-AA59;4;4;2;3;0;2;5;4;2015-04-01
